GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE81569,GSM2157453,nanoTiO2 (anatase),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486840533_201503251001,1_1,Cy5,GPL7202,GSM2157453_251486840533_201503251001_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157454,nanoTiO2 (anatase),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486840533_201503251001,1_2,Cy5,GPL7202,GSM2157454_251486840533_201503251001_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157455,nanoTiO2 (anatase),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486840533_201503251001,1_3,Cy5,GPL7202,GSM2157455_251486840533_201503251001_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157456,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486840533_201503251001,1_4,Cy5,GPL7202,GSM2157456_251486840533_201503251001_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157457,nanoTiO2 (anatase),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486840534_201503251009,1_1,Cy5,GPL7202,GSM2157457_251486840534_201503251009_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157458,nanoTiO2 (anatase),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486840534_201503251009,1_2,Cy5,GPL7202,GSM2157458_251486840534_201503251009_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157459,nanoTiO2 (anatase),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486840534_201503251009,1_3,Cy5,GPL7202,GSM2157459_251486840534_201503251009_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157460,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486840534_201503251009,1_4,Cy5,GPL7202,GSM2157460_251486840534_201503251009_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157461,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839419_201503181118,1_1,Cy5,GPL7202,GSM2157461_251486839419_201503181118_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157462,nanoTiO2 (anatase),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839419_201503181118,1_2,Cy5,GPL7202,GSM2157462_251486839419_201503181118_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157463,nanoTiO2 (anatase),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839419_201503181118,1_3,Cy5,GPL7202,GSM2157463_251486839419_201503181118_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157464,nanoTiO2 (anatase),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839419_201503181118,1_4,Cy5,GPL7202,GSM2157464_251486839419_201503181118_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157465,nanoTiO2 (anatase),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486839420_201503181126,1_1,Cy5,GPL7202,GSM2157465_251486839420_201503181126_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157466,nanoTiO2 (anatase),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486839420_201503181126,1_2,Cy5,GPL7202,GSM2157466_251486839420_201503181126_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157467,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486839420_201503181126,1_3,Cy5,GPL7202,GSM2157467_251486839420_201503181126_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157468,nanoTiO2 (anatase),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486839420_201503181126,1_4,Cy5,GPL7202,GSM2157468_251486839420_201503181126_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157469,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839421_201503241104,1_1,Cy5,GPL7202,GSM2157469_251486839421_201503241104_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157470,nanoTiO2 (anatase),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839421_201503241104,1_2,Cy5,GPL7202,GSM2157470_251486839421_201503241104_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157471,nanoTiO2 (anatase),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839421_201503241104,1_3,Cy5,GPL7202,GSM2157471_251486839421_201503241104_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157472,nanoTiO2 (anatase),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839421_201503241104,1_4,Cy5,GPL7202,GSM2157472_251486839421_201503241104_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157473,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486840557_201503241113,1_1,Cy5,GPL7202,GSM2157473_251486840557_201503241113_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157474,nanoTiO2 (anatase),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486840557_201503241113,1_2,Cy5,GPL7202,GSM2157474_251486840557_201503241113_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157475,nanoTiO2 (anatase),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486840557_201503241113,1_3,Cy5,GPL7202,GSM2157475_251486840557_201503241113_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157476,nanoTiO2 (anatase),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486840557_201503241113,1_4,Cy5,GPL7202,GSM2157476_251486840557_201503241113_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157477,nanoTiO2 (anatase),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486840558_201503241128,1_1,Cy5,GPL7202,GSM2157477_251486840558_201503241128_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157478,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486840558_201503241128,1_2,Cy5,GPL7202,GSM2157478_251486840558_201503241128_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157479,nanoTiO2 (anatase),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486840558_201503241128,1_3,Cy5,GPL7202,GSM2157479_251486840558_201503241128_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157480,nanoTiO2 (anatase),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486840558_201503241128,1_4,Cy5,GPL7202,GSM2157480_251486840558_201503241128_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157481,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486840532_201503241136,1_1,Cy5,GPL7202,GSM2157481_251486840532_201503241136_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157482,nanoTiO2 (anatase),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486840532_201503241136,1_2,Cy5,GPL7202,GSM2157482_251486840532_201503241136_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157483,nanoTiO2 (anatase),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486840532_201503241136,1_3,Cy5,GPL7202,GSM2157483_251486840532_201503241136_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157484,nanoTiO2 (anatase),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486840532_201503241136,1_4,Cy5,GPL7202,GSM2157484_251486840532_201503241136_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157485,nanoTiO2 (anatase),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839416_201503181053,1_1,Cy5,GPL7202,GSM2157485_251486839416_201503181053_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157486,nanoTiO2 (anatase),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839416_201503181053,1_2,Cy5,GPL7202,GSM2157486_251486839416_201503181053_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157487,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839416_201503181053,1_3,Cy5,GPL7202,GSM2157487_251486839416_201503181053_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157488,nanoTiO2 (anatase),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839416_201503181053,1_4,Cy5,GPL7202,GSM2157488_251486839416_201503181053_S01_GE2_1100_Jul11_1_4.txt
GSE81569,GSM2157489,nanoTiO2 (anatase),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486839418_201503181101,1_1,Cy5,GPL7202,GSM2157489_251486839418_201503181101_S01_GE2_1100_Jul11_1_1.txt
GSE81569,GSM2157490,nanoTiO2 (anatase),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486839418_201503181101,1_2,Cy5,GPL7202,GSM2157490_251486839418_201503181101_S01_GE2_1100_Jul11_1_2.txt
GSE81569,GSM2157491,nanoTiO2 (anatase),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486839418_201503181101,1_3,Cy5,GPL7202,GSM2157491_251486839418_201503181101_S01_GE2_1100_Jul11_1_3.txt
GSE81569,GSM2157492,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486839418_201503181101,1_4,Cy5,GPL7202,GSM2157492_251486839418_201503181101_S01_GE2_1100_Jul11_1_4.txt
