GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE85711,GSM2282060,rCNT_aspiration,rCNT_aspiration,Mus musculus,Lung,10,ug,24,h,US23502401_252800519933,2_1,Cy5,GPL13912,GSM2282060_C2_24h_M1_4d24h_US23502401_252800519933_S01_GE2_1100_Jul11_2_1.txt
GSE85711,GSM2282061,rCNT_aspiration,rCNT_aspiration,Mus musculus,Lung,10,ug,24,h,US23502401_252800519933,1_3,Cy5,GPL13912,GSM2282061_C3_24h_M3_4d24h_US23502401_252800519933_S01_GE2_1100_Jul11_1_3.txt
GSE85711,GSM2282062,control_aspiration,control_aspiration,Mus musculus,Lung,0,ug,24,h,US23502401_252800519933,1_2,Cy5,GPL13912,GSM2282062_M1_24h_C2_4d24h_US23502401_252800519933_S01_GE2_1100_Jul11_1_2.txt
GSE85711,GSM2282063,control_aspiration,control_aspiration,Mus musculus,Lung,0,ug,24,h,US23502401_252800519933,1_4,Cy5,GPL13912,GSM2282063_M4_24h_C4_4d24h_US23502401_252800519933_S01_GE2_1100_Jul11_1_4.txt
GSE85711,GSM2282064,control_inhalation,control_inhalation,Mus musculus,Lung,0,mg/m3,24,h,US23502401_252800516533,2_2,Cy5,GPL13912,GSM2282064_Pool11_Pool12_US23502401_252800516533_S01_GE2_1100_Jul11_2_2.txt
GSE85711,GSM2282065,control_inhalation,control_inhalation,Mus musculus,Lung,0,mg/m3,24,h,US23502401_252800516533,2_4,Cy5,GPL13912,GSM2282065_Pool15_Pool16_US23502401_252800516533_S01_GE2_1100_Jul11_2_4.txt
GSE85711,GSM2282066,rCNT_inhalation,rCNT_inhalation,Mus musculus,Lung,7.2,mg/m3,24,h,US23502401_252800516534,1_1,Cy5,GPL13912,GSM2282066_Pool17_Pool18_US23502401_252800516534_S01_GE2_1100_Jul11_1_1_Cy5.txt
GSE85711,GSM2282067,control_inhalation,control_inhalation,Mus musculus,Lung,0,mg/m3,24,h,US23502401_252800516534,1_1,Cy3,GPL13912,GSM2282067_Pool17_Pool18_US23502401_252800516534_S01_GE2_1100_Jul11_1_1_Cy3.txt
GSE85711,GSM2282068,control_aspiration,control_aspiration,Mus musculus,Lung,0,ug,24,h,US23502401_252800519933,1_1,Cy3,GPL13912,GSM2282068_C1_4d24h_M3_24h_US23502401_252800519933_S01_GE2_1100_Jul11_1_1.txt
GSE85711,GSM2282069,control_aspiration,control_aspiration,Mus musculus,Lung,0,ug,24,h,US23502401_252800519933,2_3,Cy3,GPL13912,GSM2282069_C3_4d24h_M2_24h_US23502401_252800519933_S01_GE2_1100_Jul11_2_3.txt
GSE85711,GSM2282070,rCNT_aspiration,rCNT_aspiration,Mus musculus,Lung,10,ug,24,h,US23502401_252800519933,2_2,Cy3,GPL13912,GSM2282070_M2_4d24h_C4_24h_US23502401_252800519933_S01_GE2_1100_Jul11_2_2.txt
GSE85711,GSM2282071,rCNT_aspiration,rCNT_aspiration,Mus musculus,Lung,10,ug,24,h,US23502401_252800519933,2_4,Cy3,GPL13912,GSM2282071_M4_4d24h_C1_24h_US23502401_252800519933_S01_GE2_1100_Jul11_2_4.txt
GSE85711,GSM2282072,control_inhalation,control_inhalation,Mus musculus,Lung,0,mg/m3,24,h,US23502401_252800516533,1_3,Cy3,GPL13912,GSM2282072_Pool5_Pool6_US23502401_252800516533_S01_GE2_1100_Jul11_1_3.txt
GSE85711,GSM2282073,rCNT_inhalation,rCNT_inhalation,Mus musculus,Lung,7.2,mg/m3,24,h,US23502401_252800516533,1_4,Cy3,GPL13912,GSM2282073_Pool7_Pool8_US23502401_252800516533_S01_GE2_1100_Jul11_1_4.txt
GSE85711,GSM2282074,rCNT_inhalation,rCNT_inhalation,Mus musculus,Lung,7.2,mg/m3,24,h,US23502401_252800516534,1_4,Cy3,GPL13912,GSM2282074_Pool23_Pool24_US23502401_252800516534_S01_GE2_1100_Jul11_1_4.txt
