GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE81566,GSM2157336,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839935_201410041100,1_1,Cy5,GPL7202,GSM2157336_251486839935_201410041100_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157337,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839935_201410041100,1_2,Cy5,GPL7202,GSM2157337_251486839935_201410041100_S01_GE2_1100_Jul11_1_2.txt
GSE81566,GSM2157338,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839935_201410041100,1_3,Cy5,GPL7202,GSM2157338_251486839935_201410041100_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157339,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839935_201410041100,1_4,Cy5,GPL7202,GSM2157339_251486839935_201410041100_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157340,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486839936_201410041108,1_2,Cy5,GPL7202,GSM2157340_251486839936_201410041108_S01_GE2_1100_Jul11_1_2.txt
GSE81566,GSM2157341,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486839936_201410041108,1_3,Cy5,GPL7202,GSM2157341_251486839936_201410041108_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157342,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486839936_201410041108,1_4,Cy5,GPL7202,GSM2157342_251486839936_201410041108_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157343,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839933_201410071144,1_1,Cy5,GPL7202,GSM2157343_251486839933_201410071144_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157344,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839933_201410071144,1_2,Cy5,GPL7202,GSM2157344_251486839933_201410071144_S01_GE2_1100_Jul11_1_2.txt
GSE81566,GSM2157345,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839933_201410071144,1_3,Cy5,GPL7202,GSM2157345_251486839933_201410071144_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157346,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839933_201410071144,1_4,Cy5,GPL7202,GSM2157346_251486839933_201410071144_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157347,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486839934_201410071152,1_1,Cy5,GPL7202,GSM2157347_251486839934_201410071152_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157348,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486839934_201410071152,1_2,Cy5,GPL7202,GSM2157348_251486839934_201410071152_S01_GE2_1100_Jul11_1_2.txt
GSE81566,GSM2157349,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486839934_201410071152,1_3,Cy5,GPL7202,GSM2157349_251486839934_201410071152_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157350,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486839934_201410071152,1_4,Cy5,GPL7202,GSM2157350_251486839934_201410071152_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157351,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839931_201410111246,1_1,Cy5,GPL7202,GSM2157351_251486839931_201410111246_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157352,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839931_201410111246,1_4,Cy5,GPL7202,GSM2157352_251486839931_201410111246_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157353,control,control_1d,Mus musculus,Lung,0,ug,1,d,251486839929_201410111206,1_1,Cy5,GPL7202,GSM2157353_251486839929_201410111206_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157354,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839929_201410111206,1_4,Cy5,GPL7202,GSM2157354_251486839929_201410111206_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157355,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486839930_201410111214,1_1,Cy5,GPL7202,GSM2157355_251486839930_201410111214_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157356,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486839930_201410111214,1_3,Cy5,GPL7202,GSM2157356_251486839930_201410111214_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157357,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839927_201410171004,1_1,Cy5,GPL7202,GSM2157357_251486839927_201410171004_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157358,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486839927_201410171004,1_2,Cy5,GPL7202,GSM2157358_251486839927_201410171004_S01_GE2_1100_Jul11_1_2.txt
GSE81566,GSM2157359,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486839927_201410171004,1_3,Cy5,GPL7202,GSM2157359_251486839927_201410171004_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157360,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486839927_201410171004,1_4,Cy5,GPL7202,GSM2157360_251486839927_201410171004_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157361,nanoTiO2 (rutile hydrophobic),nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486839928_201410171012,1_1,Cy5,GPL7202,GSM2157361_251486839928_201410171012_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157362,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486839928_201410171012,1_2,Cy5,GPL7202,GSM2157362_251486839928_201410171012_S01_GE2_1100_Jul11_1_2.txt
GSE81566,GSM2157363,nanoTiO2 (rutile hydrophobic),nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486839928_201410171012,1_3,Cy5,GPL7202,GSM2157363_251486839928_201410171012_S01_GE2_1100_Jul11_1_3.txt
GSE81566,GSM2157364,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486839928_201410171012,1_4,Cy5,GPL7202,GSM2157364_251486839928_201410171012_S01_GE2_1100_Jul11_1_4.txt
GSE81566,GSM2157365,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486839954_201411051207,1_1,Cy5,GPL7202,GSM2157365_251486839954_201411051207_S01_GE2_1100_Jul11_1_1.txt
GSE81566,GSM2157366,nanoTiO2 (rutile hydrophobic),nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486839954_201411051207,1_2,Cy5,GPL7202,GSM2157366_251486839954_201411051207_S01_GE2_1100_Jul11_1_2.txt
