GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE44294,GSM1082545,control,control,Mus musculus,BMM,0,NA,4,h,NA,NA,NA,GPL8321,GSM1082545_BT01.CEL.gz
GSE44294,GSM1082546,control,control,Mus musculus,BMM,0,NA,4,h,NA,NA,NA,GPL8321,GSM1082546_BT02.CEL.gz
GSE44294,GSM1082547,control,control,Mus musculus,BMM,0,NA,4,h,NA,NA,NA,GPL8321,GSM1082547_BT03.CEL.gz
GSE44294,GSM1082548,LPS,LPS,Mus musculus,BMM,10,ng/ml,4,h,NA,NA,NA,GPL8321,GSM1082548_BT05.CEL.gz
GSE44294,GSM1082549,LPS,LPS,Mus musculus,BMM,10,ng/ml,4,h,NA,NA,NA,GPL8321,GSM1082549_BT04.CEL.gz
GSE44294,GSM1082550,LPS,LPS,Mus musculus,BMM,10,ng/ml,4,h,NA,NA,NA,GPL8321,GSM1082550_BT06.CEL.gz
GSE44294,GSM1082551,SiO2,SiO2,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082551_BT13.CEL.gz
GSE44294,GSM1082552,SiO2,SiO2,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082552_BT14.CEL.gz
GSE44294,GSM1082553,SiO2,SiO2,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082553_BT15.CEL.gz
GSE44294,GSM1082554,SiO2_LPS,SiO2_LPS,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082554_BT16.CEL.gz
GSE44294,GSM1082555,SiO2_LPS,SiO2_LPS,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082555_BT17.CEL.gz
GSE44294,GSM1082556,SiO2_LPS,SiO2_LPS,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082556_BT18.CEL.gz
GSE44294,GSM1082557,SPIO,SPIO,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082557_BT31.CEL.gz
GSE44294,GSM1082558,SPIO,SPIO,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082558_BT32.CEL.gz
GSE44294,GSM1082559,SPIO,SPIO,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082559_BT33.CEL.gz
GSE44294,GSM1082560,SPIO_LPS,SPIO_LPS,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082560_BT34.CEL.gz
GSE44294,GSM1082561,SPIO_LPS,SPIO_LPS,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082561_BT35.CEL.gz
GSE44294,GSM1082562,SPIO_LPS,SPIO_LPS,Mus musculus,BMM,25,mg/ml,4,h,NA,NA,NA,GPL8321,GSM1082562_BT36.CEL.gz
