GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE55349	GSM1334540	control	control_0_24	Homo sapiens	Caco-2	0	NA	24	h	US91903683_252800415920	1_1	Cy3	GPL14550	GSM1334540_US91903683_252800415920_S01_GE1_105_Dec08_1_1.txt.gz
GSE55349	GSM1334541	control	control_0_24	Homo sapiens	Caco-2	0	NA	24	h	US91903683_252800415920	1_2	Cy3	GPL14550	GSM1334541_US91903683_252800415920_S01_GE1_105_Dec08_1_2.txt.gz
GSE55349	GSM1334542	control	control_0_24	Homo sapiens	Caco-2	0	NA	24	h	US91903683_252800415939	2_3	Cy3	GPL14550	GSM1334542_US91903683_252800415939_S01_GE1_105_Dec08_2_3.txt.gz
GSE55349	GSM1334543	control_Au40	control_Au40_24	Homo sapiens	Caco-2	0	NA	24	h	US91903683_252800414286	1_3	Cy3	GPL14550	GSM1334543_US91903683_252800414286_S01_GE1_105_Dec08_1_3.txt.gz
GSE55349	GSM1334544	control_Au40	control_Au40_24	Homo sapiens	Caco-2	0	NA	24	h	US91903683_252800415918	1_1	Cy3	GPL14550	GSM1334544_US91903683_252800415918_S01_GE1_105_Dec08_1_1.txt.gz
GSE55349	GSM1334545	control_Au40	control_Au40_24	Homo sapiens	Caco-2	0	NA	24	h	US91903683_252800415941	2_3	Cy3	GPL14550	GSM1334545_US91903683_252800415941_S01_GE1_105_Dec08_2_3.txt.gz
GSE55349	GSM1334546	Au40	Au40_100_24	Homo sapiens	Caco-2	100	uM	24	h	US91903683_252800414286	2_2	Cy3	GPL14550	GSM1334546_US91903683_252800414286_S01_GE1_105_Dec08_2_2.txt.gz
GSE55349	GSM1334547	Au40	Au40_100_24	Homo sapiens	Caco-2	100	uM	24	h	US91903683_252800415918	1_4	Cy3	GPL14550	GSM1334547_US91903683_252800415918_S01_GE1_105_Dec08_1_4.txt.gz
GSE55349	GSM1334548	Au40	Au40_100_24	Homo sapiens	Caco-2	100	uM	24	h	US91903683_252800415919	1_2	Cy3	GPL14550	GSM1334548_US91903683_252800415919_S01_GE1_105_Dec08_1_2.txt.gz
GSE55349	GSM1334549	Au40	Au40_300_24	Homo sapiens	Caco-2	300	uM	24	h	US91903683_252800414286	2_3	Cy3	GPL14550	GSM1334549_US91903683_252800414286_S01_GE1_105_Dec08_2_3.txt.gz
