GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE98236,GSM2589648,control,control_0_24h,Homo sapiens,HepaRG,0,ug/cm2,24,h,US11183901_257236310382,1_1,NA,GPL20844,GSM2589648_US11183901_257236310382_S01_GE1_1200_Jun14_1_1.txt.gz
GSE98236,GSM2589649,control,control_0_24h,Homo sapiens,HepaRG,0,ug/cm2,24,h,US11183901_257236310383,1_1,NA,GPL20844,GSM2589649_US11183901_257236310383_S01_GE1_1200_Jun14_1_1.txt.gz
GSE98236,GSM2589650,control,control_0_24h,Homo sapiens,HepaRG,0,ug/cm2,24,h,US11183901_257236310384,1_1,NA,GPL20844,GSM2589650_US11183901_257236310384_S01_GE1_1200_Jun14_1_1.txt.gz
GSE98236,GSM2589651,M-MP-Silica NP (Pristine),Pristine_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310382,1_2,NA,GPL20844,GSM2589651_US11183901_257236310382_S01_GE1_1200_Jun14_1_2.txt.gz
GSE98236,GSM2589652,M-MP-Silica NP (Pristine),Pristine_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310383,1_2,NA,GPL20844,GSM2589652_US11183901_257236310383_S01_GE1_1200_Jun14_1_2.txt.gz
GSE98236,GSM2589653,M-MP-Silica NP (Pristine),Pristine_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310384,1_2,NA,GPL20844,GSM2589653_US11183901_257236310384_S01_GE1_1200_Jun14_1_2.txt.gz
GSE98236,GSM2589654,M-MP-Silica NP (Pristine),Pristine_1.6_24h,Homo sapiens,HepaRG,1.6,ug/cm2,24,h,US11183901_257236310382,1_3,NA,GPL20844,GSM2589654_US11183901_257236310382_S01_GE1_1200_Jun14_1_3.txt.gz
GSE98236,GSM2589655,M-MP-Silica NP (Pristine),Pristine_1.6_24h,Homo sapiens,HepaRG,1.6,ug/cm2,24,h,US11183901_257236310383,1_3,NA,GPL20844,GSM2589655_US11183901_257236310383_S01_GE1_1200_Jun14_1_3.txt.gz
GSE98236,GSM2589656,M-MP-Silica NP (Pristine),Pristine_1.6_24h,Homo sapiens,HepaRG,1.6,ug/cm2,24,h,US11183901_257236310384,1_3,NA,GPL20844,GSM2589656_US11183901_257236310384_S01_GE1_1200_Jun14_1_3.txt.gz
GSE98236,GSM2589657,M-MP-Silica NP (PEG),PEG_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310382,1_4,NA,GPL20844,GSM2589657_US11183901_257236310382_S01_GE1_1200_Jun14_1_4.txt.gz
GSE98236,GSM2589658,M-MP-Silica NP (PEG),PEG_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310383,1_4,NA,GPL20844,GSM2589658_US11183901_257236310383_S01_GE1_1200_Jun14_1_4.txt.gz
GSE98236,GSM2589659,M-MP-Silica NP (PEG),PEG_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310384,1_4,NA,GPL20844,GSM2589659_US11183901_257236310384_S01_GE1_1200_Jun14_1_4.txt.gz
GSE98236,GSM2589660,M-MP-Silica NP (PEG),PEG_1.6_24h,Homo sapiens,HepaRG,1.6,ug/cm2,24,h,US11183901_257236310382,2_1,NA,GPL20844,GSM2589660_US11183901_257236310382_S01_GE1_1200_Jun14_2_1.txt.gz
GSE98236,GSM2589661,M-MP-Silica NP (PEG),PEG_1.6_24h,Homo sapiens,HepaRG,1.6,ug/cm2,24,h,US11183901_257236310383,2_1,NA,GPL20844,GSM2589661_US11183901_257236310383_S01_GE1_1200_Jun14_2_1.txt.gz
GSE98236,GSM2589662,M-MP-Silica NP (PEG),PEG_1.6_24h,Homo sapiens,HepaRG,1.6,ug/cm2,24,h,US11183901_257236310384,2_1,NA,GPL20844,GSM2589662_US11183901_257236310384_S01_GE1_1200_Jun14_2_1.txt.gz
GSE98236,GSM2589663,M-MP-Silica NP (DMPC),DMPC_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310382,2_2,NA,GPL20844,GSM2589663_US11183901_257236310382_S01_GE1_1200_Jun14_2_2.txt.gz
GSE98236,GSM2589664,M-MP-Silica NP (DMPC),DMPC_16_24h,Homo sapiens,HepaRG,16,ug/cm2,24,h,US11183901_257236310383,2_2,NA,GPL20844,GSM2589664_US11183901_257236310383_S01_GE1_1200_Jun14_2_2.txt.gz
