GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE68036	GSM1661422	control	control_14d	Mus musculus	Lung	0	NA	14	d	252800512579_201305101031	1_1	Cy5	GPL10787	GSM1661422_252800512579_201305101031_S01_GE2_1100_Jul11_1_1.txt
GSE68036	GSM1661423	Carbon black (Printex90)	CB_Printex90_1d	Mus musculus	Lung	162	ug	1	d	252800512579_201305101031	1_2	Cy5	GPL10787	GSM1661423_252800512579_201305101031_S01_GE2_1100_Jul11_1_2.txt
GSE68036	GSM1661424	Carbon black (Printex90)	CB_Printex90_14d	Mus musculus	Lung	162	ug	14	d	252800512579_201305101031	1_3	Cy5	GPL10787	GSM1661424_252800512579_201305101031_S01_GE2_1100_Jul11_1_3.txt
GSE68036	GSM1661425	Carbon black (Printex90)	CB_Printex90_2d	Mus musculus	Lung	162	ug	2	d	252800512579_201305101031	1_4	Cy5	GPL10787	GSM1661425_252800512579_201305101031_S01_GE2_1100_Jul11_1_4.txt
GSE68036	GSM1661426	control	control_2d	Mus musculus	Lung	0	NA	2	d	252800512579_201305101031	2_1	Cy5	GPL10787	GSM1661426_252800512579_201305101031_S01_GE2_1100_Jul11_2_1.txt
GSE68036	GSM1661427	Carbon black (Printex90)	CB_Printex90_4d	Mus musculus	Lung	162	ug	4	d	252800512579_201305101031	2_2	Cy5	GPL10787	GSM1661427_252800512579_201305101031_S01_GE2_1100_Jul11_2_2.txt
GSE68036	GSM1661428	control	control_4d	Mus musculus	Lung	0	NA	4	d	252800512579_201305101031	2_3	Cy5	GPL10787	GSM1661428_252800512579_201305101031_S01_GE2_1100_Jul11_2_3.txt
GSE68036	GSM1661429	control	control_1d	Mus musculus	Lung	0	NA	1	d	252800512579_201305101031	2_4	Cy5	GPL10787	GSM1661429_252800512579_201305101031_S01_GE2_1100_Jul11_2_4.txt
GSE68036	GSM1661430	Carbon black (Printex90)	CB_Printex90_3d	Mus musculus	Lung	162	ug	3	d	252800512795_201305101019	1_1	Cy5	GPL10787	GSM1661430_252800512795_201305101019_S01_GE2_1100_Jul11_1_1.txt
GSE68036	GSM1661431	Carbon black (Printex90)	CB_Printex90_5d	Mus musculus	Lung	162	ug	5	d	252800512795_201305101019	1_2	Cy5	GPL10787	GSM1661431_252800512795_201305101019_S01_GE2_1100_Jul11_1_2.txt
GSE68036	GSM1661432	Carbon black (Printex90)	CB_Printex90_3h	Mus musculus	Lung	162	ug	3	h	252800512795_201305101019	1_3	Cy5	GPL10787	GSM1661432_252800512795_201305101019_S01_GE2_1100_Jul11_1_3.txt
