GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE41041,GSM1007882,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486829873,1_1,Cy5,GPL7202,GSM1007882_D1C555_251486829873_1_1.txt
GSE41041,GSM1007883,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486830599,1_3,Cy5,GPL7202,GSM1007883_D1C556_251486830599_1_3.txt
GSE41041,GSM1007884,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486830596,1_1,Cy5,GPL7202,GSM1007884_D1C557_251486830596_1_1.txt
GSE41041,GSM1007885,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486829877,1_4,Cy5,GPL7202,GSM1007885_D1C558_251486829877_1_4.txt
GSE41041,GSM1007886,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486830832,1_2,Cy5,GPL7202,GSM1007886_D1C561_251486830832_1_2.txt
GSE41041,GSM1007887,nanoTiO2,nanoTiO2_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486830599,1_2,Cy5,GPL7202,GSM1007887_D1L109_251486830599_1_2.txt
GSE41041,GSM1007888,nanoTiO2,nanoTiO2_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486829877,1_2,Cy5,GPL7202,GSM1007888_D1L110_251486829877_1_2.txt
GSE41041,GSM1007889,nanoTiO2,nanoTiO2_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486830833,1_4,Cy5,GPL7202,GSM1007889_D1L111_251486830833_1_4.txt
GSE41041,GSM1007890,nanoTiO2,nanoTiO2_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486830831,1_4,Cy5,GPL7202,GSM1007890_D1L113_251486830831_1_4.txt
GSE41041,GSM1007891,nanoTiO2,nanoTiO2_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486830596,1_4,Cy5,GPL7202,GSM1007891_D1L114_251486830596_1_4.txt
GSE41041,GSM1007892,nanoTiO2,nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486830831,1_3,Cy5,GPL7202,GSM1007892_D1M115_251486830831_1_3.txt
GSE41041,GSM1007893,nanoTiO2,nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486829877,1_1,Cy5,GPL7202,GSM1007893_D1M116_251486829877_1_1.txt
GSE41041,GSM1007894,nanoTiO2,nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486830600,1_2,Cy5,GPL7202,GSM1007894_D1M117_251486830600_1_2.txt
GSE41041,GSM1007895,nanoTiO2,nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486830596,1_2,Cy5,GPL7202,GSM1007895_D1M118_251486830596_1_2.txt
GSE41041,GSM1007896,nanoTiO2,nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486829874,1_4,Cy5,GPL7202,GSM1007896_D1M119_251486829874_1_4.txt
