GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE30180,X6H_A549_Si0_31,control,control_6,Homo sapiens,A549,0,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si800_15,Silica,Silica_6,Homo sapiens,A549,800,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si800_14,Silica,Silica_6,Homo sapiens,A549,800,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si0_32,control,control_6,Homo sapiens,A549,0,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si0_33,control,control_6,Homo sapiens,A549,0,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si800_17,Silica,Silica_6,Homo sapiens,A549,800,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si0_36,control,control_6,Homo sapiens,A549,0,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si800_16,Silica,Silica_6,Homo sapiens,A549,800,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si0_35,control,control_6,Homo sapiens,A549,0,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
GSE30180,X6H_A549_Si800_13,Silica,Silica_6,Homo sapiens,A549,800,ug/ml,6,h,NA,NA,Biotin,GPL6947,NA
