GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE46998,GSM1142736,control,control,Mus musculus,Lung,0,NA,24,h,US22502706_252800510903,2_4,Cy5,GPL10787,GSM1142736_US22502706_252800510903_S01_GE2_1010_Sep10_2_4.txt
GSE46998,GSM1142737,control,control,Mus musculus,Lung,0,NA,24,h,US22502706_252800511311,1_2,Cy5,GPL10787,GSM1142737_US22502706_252800511311_S01_GE2_1010_Sep10_1_2.txt
GSE46998,GSM1142738,control,control,Mus musculus,Lung,0,NA,24,h,US22502706_252800511317,2_1,Cy5,GPL10787,GSM1142738_US22502706_252800511317_S01_GE2_1010_Sep10_2_1.txt
GSE46998,GSM1142739,control,control,Mus musculus,Lung,0,NA,24,h,US22502706_252800511316,1_2,Cy5,GPL10787,GSM1142739_US22502706_252800511316_S01_GE2_1010_Sep10_1_2.txt
GSE46998,GSM1142740,control,control,Mus musculus,Lung,0,NA,24,h,US22502706_252800511320,1_1,Cy5,GPL10787,GSM1142740_US22502706_252800511320_S01_GE2_1010_Sep10_1_1.txt
GSE46998,GSM1142741,MWCNT ,MWCNT_low,Mus musculus,Lung,18,ug,24,h,US22502706_252800510903,1_1,Cy5,GPL10787,GSM1142741_US22502706_252800510903_S01_GE2_1010_Sep10_1_1.txt
GSE46998,GSM1142742,MWCNT ,MWCNT_low,Mus musculus,Lung,18,ug,24,h,US22502706_252800511311,2_1,Cy5,GPL10787,GSM1142742_US22502706_252800511311_S01_GE2_1010_Sep10_2_1.txt
GSE46998,GSM1142743,MWCNT ,MWCNT_low,Mus musculus,Lung,18,ug,24,h,US22502706_252800511316,1_4,Cy5,GPL10787,GSM1142743_US22502706_252800511316_S01_GE2_1010_Sep10_1_4.txt
GSE46998,GSM1142744,MWCNT ,MWCNT_low,Mus musculus,Lung,18,ug,24,h,US22502706_252800511315,2_4,Cy5,GPL10787,GSM1142744_US22502706_252800511315_S01_GE2_1010_Sep10_2_4.txt
GSE46998,GSM1142745,MWCNT ,MWCNT_low,Mus musculus,Lung,18,ug,24,h,US22502706_252800511320,2_3,Cy5,GPL10787,GSM1142745_US22502706_252800511320_S01_GE2_1010_Sep10_2_3.txt
GSE46998,GSM1142746,MWCNT ,MWCNT_low,Mus musculus,Lung,18,ug,24,h,US22502706_252800511319,2_3,Cy5,GPL10787,GSM1142746_US22502706_252800511319_S01_GE2_1010_Sep10_2_3.txt
GSE46998,GSM1142747,MWCNT ,MWCNT_medium,Mus musculus,Lung,54,ug,24,h,US22502706_252800510903,1_4,Cy5,GPL10787,GSM1142747_US22502706_252800510903_S01_GE2_1010_Sep10_1_4.txt
GSE46998,GSM1142748,MWCNT ,MWCNT_medium,Mus musculus,Lung,54,ug,24,h,US22502706_252800511317,1_4,Cy5,GPL10787,GSM1142748_US22502706_252800511317_S01_GE2_1010_Sep10_1_4.txt
GSE46998,GSM1142749,MWCNT ,MWCNT_medium,Mus musculus,Lung,54,ug,24,h,US22502706_252800511315,2_2,Cy5,GPL10787,GSM1142749_US22502706_252800511315_S01_GE2_1010_Sep10_2_2.txt
GSE46998,GSM1142750,MWCNT ,MWCNT_medium,Mus musculus,Lung,54,ug,24,h,US22502706_252800511320,1_4,Cy5,GPL10787,GSM1142750_US22502706_252800511320_S01_GE2_1010_Sep10_1_4.txt
GSE46998,GSM1142751,MWCNT ,MWCNT_medium,Mus musculus,Lung,54,ug,24,h,US22502706_252800511319,1_3,Cy5,GPL10787,GSM1142751_US22502706_252800511319_S01_GE2_1010_Sep10_1_3.txt
GSE46998,GSM1142752,MWCNT ,MWCNT_high,Mus musculus,Lung,162,ug,24,h,US22502706_252800511311,1_1,Cy5,GPL10787,GSM1142752_US22502706_252800511311_S01_GE2_1010_Sep10_1_1.txt
GSE46998,GSM1142753,MWCNT ,MWCNT_high,Mus musculus,Lung,162,ug,24,h,US22502706_252800511317,1_3,Cy5,GPL10787,GSM1142753_US22502706_252800511317_S01_GE2_1010_Sep10_1_3.txt
GSE46998,GSM1142754,MWCNT ,MWCNT_high,Mus musculus,Lung,162,ug,24,h,US22502706_252800511316,2_1,Cy5,GPL10787,GSM1142754_US22502706_252800511316_S01_GE2_1010_Sep10_2_1.txt
GSE46998,GSM1142755,MWCNT ,MWCNT_high,Mus musculus,Lung,162,ug,24,h,US22502706_252800511315,1_2,Cy5,GPL10787,GSM1142755_US22502706_252800511315_S01_GE2_1010_Sep10_1_2.txt
GSE46998,GSM1142756,MWCNT ,MWCNT_high,Mus musculus,Lung,162,ug,24,h,US22502706_252800511320,1_2,Cy5,GPL10787,GSM1142756_US22502706_252800511320_S01_GE2_1010_Sep10_1_2.txt
GSE46998,GSM1142757,MWCNT ,MWCNT_high,Mus musculus,Lung,162,ug,24,h,US22502706_252800511319,2_4,Cy5,GPL10787,GSM1142757_US22502706_252800511319_S01_GE2_1010_Sep10_2_4.txt
