GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE46999	GSM1142758	control	control	Mus musculus	FE1	0	NA	24	h	US22502706_252800511309	1_2	Cy5	GPL10787	GSM1142758_US22502706_252800511309_S01_GE2_1010_Sep10_1_2.txt
GSE46999	GSM1142759	control	control	Mus musculus	FE1	0	NA	24	h	US22502706_252800511309	2_1	Cy5	GPL10787	GSM1142759_US22502706_252800511309_S01_GE2_1010_Sep10_2_1.txt
GSE46999	GSM1142760	control	control	Mus musculus	FE1	0	NA	24	h	US22502706_252800511317	1_2	Cy5	GPL10787	GSM1142760_US22502706_252800511317_S01_GE2_1010_Sep10_1_2.txt
GSE46999	GSM1142761	control	control	Mus musculus	FE1	0	NA	24	h	US22502706_252800511315	1_1	Cy5	GPL10787	GSM1142761_US22502706_252800511315_S01_GE2_1010_Sep10_1_1.txt
GSE46999	GSM1142762	control	control	Mus musculus	FE1	0	NA	24	h	US22502706_252800511319	2_1	Cy5	GPL10787	GSM1142762_US22502706_252800511319_S01_GE2_1010_Sep10_2_1.txt
GSE46999	GSM1142763	MWCNT	MWCNT_low	Mus musculus	FE1	12.5	ug	24	h	US22502706_252800511309	1_4	Cy5	GPL10787	GSM1142763_US22502706_252800511309_S01_GE2_1010_Sep10_1_4.txt
GSE46999	GSM1142764	MWCNT	MWCNT_low	Mus musculus	FE1	12.5	ug	24	h	US22502706_252800511309	2_3	Cy5	GPL10787	GSM1142764_US22502706_252800511309_S01_GE2_1010_Sep10_2_3.txt
GSE46999	GSM1142765	MWCNT	MWCNT_low	Mus musculus	FE1	12.5	ug	24	h	US22502706_252800511317	2_3	Cy5	GPL10787	GSM1142765_US22502706_252800511317_S01_GE2_1010_Sep10_2_3.txt
GSE46999	GSM1142766	MWCNT	MWCNT_low	Mus musculus	FE1	12.5	ug	24	h	US22502706_252800511315	2_3	Cy5	GPL10787	GSM1142766_US22502706_252800511315_S01_GE2_1010_Sep10_2_3.txt
GSE46999	GSM1142767	MWCNT	MWCNT_low	Mus musculus	FE1	12.5	ug	24	h	US22502706_252800511320	2_2	Cy5	GPL10787	GSM1142767_US22502706_252800511320_S01_GE2_1010_Sep10_2_2.txt
GSE46999	GSM1142768	MWCNT	MWCNT_low	Mus musculus	FE1	12.5	ug	24	h	US22502706_252800511319	2_2	Cy5	GPL10787	GSM1142768_US22502706_252800511319_S01_GE2_1010_Sep10_2_2.txt
GSE46999	GSM1142769	MWCNT	MWCNT_medium	Mus musculus	FE1	25	ug	24	h	US22502706_252800511309	1_3	Cy5	GPL10787	GSM1142769_US22502706_252800511309_S01_GE2_1010_Sep10_1_3.txt
GSE46999	GSM1142770	MWCNT	MWCNT_medium	Mus musculus	FE1	25	ug	24	h	US22502706_252800511309	2_2	Cy5	GPL10787	GSM1142770_US22502706_252800511309_S01_GE2_1010_Sep10_2_2.txt
GSE46999	GSM1142771	MWCNT	MWCNT_medium	Mus musculus	FE1	25	ug	24	h	US22502706_252800511317	2_4	Cy5	GPL10787	GSM1142771_US22502706_252800511317_S01_GE2_1010_Sep10_2_4.txt
GSE46999	GSM1142772	MWCNT	MWCNT_medium	Mus musculus	FE1	25	ug	24	h	US22502706_252800511315	1_3	Cy5	GPL10787	GSM1142772_US22502706_252800511315_S01_GE2_1010_Sep10_1_3.txt
GSE46999	GSM1142773	MWCNT	MWCNT_medium	Mus musculus	FE1	25	ug	24	h	US22502706_252800511319	1_4	Cy5	GPL10787	GSM1142773_US22502706_252800511319_S01_GE2_1010_Sep10_1_4.txt
GSE46999	GSM1142774	MWCNT	MWCNT_high	Mus musculus	FE1	100	ug	24	h	US22502706_252800511309	1_1	Cy5	GPL10787	GSM1142774_US22502706_252800511309_S01_GE2_1010_Sep10_1_1.txt
GSE46999	GSM1142775	MWCNT	MWCNT_high	Mus musculus	FE1	100	ug	24	h	US22502706_252800511309	2_4	Cy5	GPL10787	GSM1142775_US22502706_252800511309_S01_GE2_1010_Sep10_2_4.txt
GSE46999	GSM1142776	MWCNT	MWCNT_high	Mus musculus	FE1	100	ug	24	h	US22502706_252800511317	2_2	Cy5	GPL10787	GSM1142776_US22502706_252800511317_S01_GE2_1010_Sep10_2_2.txt
GSE46999	GSM1142777	MWCNT	MWCNT_high	Mus musculus	FE1	100	ug	24	h	US22502706_252800511315	2_1	Cy5	GPL10787	GSM1142777_US22502706_252800511315_S01_GE2_1010_Sep10_2_1.txt
GSE46999	GSM1142778	MWCNT	MWCNT_high	Mus musculus	FE1	100	ug	24	h	US22502706_252800511320	2_4	Cy5	GPL10787	GSM1142778_US22502706_252800511320_S01_GE2_1010_Sep10_2_4.txt
GSE46999	GSM1142779	MWCNT	MWCNT_high	Mus musculus	FE1	100	ug	24	h	US22502706_252800511319	1_2	Cy5	GPL10787	GSM1142779_US22502706_252800511319_S01_GE2_1010_Sep10_1_2.txt
