GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE92900	GSM2439609	Fullerene	fullerene	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	1_1	Cy3	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_1_1.txt
GSE92900	GSM2439610	Graphite	Graphite	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	1_2	Cy3	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_1_2.txt
GSE92900	GSM2439611	MWCNT (Baytube)	Baytube	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	1_3	Cy3	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_1_3.txt
GSE92900	GSM2439612	tCNT	tCNT	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	2_1	Cy3	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_2_1.txt
GSE92900	GSM2439613	MWCNT (SES)	SES	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	2_3	Cy3	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_2_3.txt
GSE92900	GSM2439614	MWCNT (Baytube)	Baytube	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	2_4	Cy3	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_2_4.txt
GSE92900	GSM2439615	control	control	Mus musculus	Lung	0	ug	24	h	US11263921_252800520994	1_1	Cy3	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_1_1.txt
GSE92900	GSM2439616	MWCNT (SES)	SES	Mus musculus	Lung	10	ug	24	h	US11263921_252800520994	1_2	Cy3	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_1_2.txt
GSE92900	GSM2439617	Graphite	Graphite	Mus musculus	Lung	10	ug	24	h	US11263921_252800520994	1_4	Cy3	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_1_4.txt
GSE92900	GSM2439618	control	control	Mus musculus	Lung	0	ug	24	h	US11263921_252800520994	2_1	Cy3	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_2_1.txt
GSE92900	GSM2439619	rCNT	rCNT	Mus musculus	Lung	10	ug	24	h	US11263921_252800520995	1_1	Cy3	GPL13912	US11263921_252800520995_S01_GE2_1105_Oct12_1_1.txt
GSE92900	GSM2439620	Fullerene	fullerene	Mus musculus	Lung	10	ug	24	h	US11263921_252800520995	2_3	Cy3	GPL13912	US11263921_252800520995_S01_GE2_1105_Oct12_2_3.txt
GSE92900	GSM2439621	Graphite	Graphite	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	1_1	Cy5	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_1_1.txt
GSE92900	GSM2439622	rCNT	rCNT	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	1_2	Cy5	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_1_2.txt
GSE92900	GSM2439623	tCNT	tCNT	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	1_3	Cy5	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_1_3.txt
GSE92900	GSM2439624	MWCNT (SES)	SES	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	2_1	Cy5	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_2_1.txt
GSE92900	GSM2439625	MWCNT (Baytube)	Baytube	Mus musculus	Lung	10	ug	24	h	US11263921_252800520993	2_3	Cy5	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_2_3.txt
GSE92900	GSM2439626	control	control	Mus musculus	Lung	0	ug	24	h	US11263921_252800520993	2_4	Cy5	GPL13912	US11263921_252800520993_S01_GE2_1105_Oct12_2_4.txt
GSE92900	GSM2439627	MWCNT (Baytube)	Baytube	Mus musculus	Lung	10	ug	24	h	US11263921_252800520994	1_1	Cy5	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_1_1.txt
GSE92900	GSM2439628	Fullerene	fullerene	Mus musculus	Lung	10	ug	24	h	US11263921_252800520994	1_2	Cy5	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_1_2.txt
GSE92900	GSM2439629	rCNT	rCNT	Mus musculus	Lung	10	ug	24	h	US11263921_252800520994	1_4	Cy5	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_1_4.txt
GSE92900	GSM2439630	Graphite	Graphite	Mus musculus	Lung	10	ug	24	h	US11263921_252800520994	2_1	Cy5	GPL13912	US11263921_252800520994_S01_GE2_1105_Oct12_2_1.txt
GSE92900	GSM2439631	Fullerene	fullerene	Mus musculus	Lung	10	ug	24	h	US11263921_252800520995	1_1	Cy5	GPL13912	US11263921_252800520995_S01_GE2_1105_Oct12_1_1.txt
GSE92900	GSM2439632	tCNT	tCNT	Mus musculus	Lung	10	ug	24	h	US11263921_252800520995	2_3	Cy5	GPL13912	US11263921_252800520995_S01_GE2_1105_Oct12_2_3.txt
