GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE45322,GSM1101918,control,control_2h,Homo sapiens,hONS,0,NA,2,h,NA,NA,NA,GPL6244,GSM1101918_81_Olfactory_No_treatment_2h_A.CEL.gz
GSE45322,GSM1101919,control,control_2h,Homo sapiens,hONS,0,NA,2,h,NA,NA,NA,GPL6244,GSM1101919_82_Olfactory_No_treatment_2h_B.CEL.gz
GSE45322,GSM1101920,control,control_2h,Homo sapiens,hONS,0,NA,2,h,NA,NA,NA,GPL6244,GSM1101920_83_Olfactory_No_treatment_2h_C.CEL.gz
GSE45322,GSM1101921,control,control_2h,Homo sapiens,hONS,0,NA,2,h,NA,NA,NA,GPL6244,GSM1101921_84_Olfactory_No_treatment_2h_D.CEL.gz
GSE45322,GSM1101922,ZnO_Nanosun,ZnO_Nanosun_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101922_97_Olfactory_Nanosun_2h_A.CEL.gz
GSE45322,GSM1101923,ZnO_Nanosun,ZnO_Nanosun_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101923_98_Nanosun_2h_B.CEL.gz
GSE45322,GSM1101924,ZnO_Nanosun,ZnO_Nanosun_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101924_99_Nanosun_2h_C.CEL.gz
GSE45322,GSM1101925,ZnO_Nanosun,ZnO_Nanosun_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101925_100_Olfactory_Nanosun_2h_D.CEL.gz
GSE45322,GSM1101926,ZnO_ZCOTE,ZnO_ZCOTE_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101926_85_Olfactory_Z_Cote_2h_A.CEL.gz
GSE45322,GSM1101927,ZnO_ZCOTE,ZnO_ZCOTE_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101927_86_Z_Cote_2h_B.CEL.gz
GSE45322,GSM1101928,ZnO_ZCOTE,ZnO_ZCOTE_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101928_87_Z_Cote_2h_C.CEL.gz
GSE45322,GSM1101929,ZnO_ZCOTE,ZnO_ZCOTE_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101929_88_Olfactory_Z_Cote_2h_D.CEL.gz
GSE45322,GSM1101930,ZnO_HP1,ZnO_HP1_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101930_89_Olfactory_HP1_2h_A.CEL.gz
GSE45322,GSM1101931,ZnO_HP1,ZnO_HP1_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101931_90_HP1_2h_B.CEL.gz
GSE45322,GSM1101932,ZnO_HP1,ZnO_HP1_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101932_91_HP1_2h_C.CEL.gz
GSE45322,GSM1101933,ZnO_HP1,ZnO_HP1_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101933_92_Olfactory_HP1_2h_D.CEL.gz
GSE45322,GSM1101934,ZnO_MAX,ZnO_MAX_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101934_93_Olfactory_MAX_2h_A.CEL.gz
GSE45322,GSM1101935,ZnO_MAX,ZnO_MAX_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101935_94_MAX_2h_B.CEL.gz
GSE45322,GSM1101936,ZnO_MAX,ZnO_MAX_2h,Homo sapiens,hONS,25,ug/ml,2,h,NA,NA,NA,GPL6244,GSM1101936_95_MAX_2h_C.CEL.gz
